date,price,volume,score1,score2,score3,count,mean,sum
2023-04-05,28450.0,13261.0,0.0113,0.1244,0.2606,465,0.1321,61.4188
2023-04-06,28799.0,15066.0,-0.2627,0.1086,0.206,774,0.0173,13.3843
2023-04-07,28199.0,10291.0,-0.0776,0.1091,0.1825,675,0.0714,48.1627
2023-04-08,28120.0,5847.0,0.0256,0.1839,0.2723,699,0.1606,112.2508
2023-04-09,28175.0,3854.0,0.0084,0.2039,0.2588,672,0.157,105.5286
2023-04-10,28547.0,6136.0,-0.1164,0.1203,0.2064,672,0.0701,47.1035
2023-04-11,29794.0,15752.0,-0.2081,0.2162,0.2361,552,0.0814,44.9272
2023-04-12,30584.0,18637.0,0.0313,0.2206,0.2499,507,0.1673,84.8022
2023-04-13,30517.0,14961.0,-0.0186,0.1487,0.1736,411,0.1012,41.6013
2023-04-14,30627.0,12505.0,-0.0655,0.1626,0.2302,504,0.1091,54.9964
2023-04-15,31050.0,19793.0,-0.1467,0.1215,0.1795,348,0.0514,17.9007
2023-04-16,30622.0,5486.0,0.0797,0.1772,0.2217,651,0.1595,103.8437
2023-04-17,30572.0,5278.0,0.3188,0.424,0.1682,39,0.3037,11.8434
2023-04-18,29615.0,2004.0,-0.1388,0.1824,0.2243,597,0.0893,53.3116
2023-04-19,29615.0,2004.0,-0.1822,0.1649,0.1891,915,0.0572,52.3814
2023-04-20,30430.0,193.0,0.0128,0.1876,0.2342,669,0.1449,96.9221
2023-04-21,28892.0,395.0,-0.1599,0.2016,0.2577,669,0.0998,66.7604
2023-04-22,28371.0,1731.0,-0.0808,0.1699,0.1978,531,0.0956,50.7735
2023-04-23,27322.0,102.0,-0.1365,0.1512,0.2144,465,0.0764,35.5104
2023-04-24,27820.0,503.0,-0.1391,0.1444,0.1977,753,0.0677,50.955
2023-04-25,27594.0,49.0,-0.064,0.0883,0.1856,717,0.07,50.171
2023-04-26,27595.0,300.0,-0.1352,0.1651,0.2579,762,0.0959,73.0944
2023-04-27,28490.0,1043.0,-0.126,0.0945,0.1716,1056,0.0467,49.3332
2023-04-28,28449.0,58.0,-0.17,0.0907,0.1697,774,0.0301,23.318
2023-04-29,29543.0,184.0,-0.0476,0.1148,0.2181,666,0.0951,63.3317
2023-04-30,29386.0,205.0,-0.1228,0.1731,0.2334,534,0.0946,50.4984
2023-05-01,29250.0,198.0,-0.0814,0.1471,0.2054,837,0.0904,75.6503
2023-05-02,29338.0,143.0,-0.1245,0.1121,0.1927,756,0.0601,45.4266
2023-05-03,28153.0,585.0,-0.1923,0.1421,0.1983,645,0.0494,31.8561
2023-05-04,28707.0,305.0,-0.247,0.0691,0.225,693,0.0157,10.8827
2023-05-05,29118.0,562.0,-0.0703,0.1429,0.2168,732,0.0964,70.5961
2023-05-06,28957.0,202.0,-0.0197,0.1299,0.1872,528,0.0991,52.3381
2023-05-07,29547.0,37.0,-0.0365,0.1407,0.2073,753,0.1039,78.2188
2023-05-08,29189.0,744.0,-0.1827,0.1266,0.2129,708,0.0523,36.9955
2023-05-09,28676.0,1045.0,-0.2674,0.0389,0.1657,543,-0.0209,-11.3461
2023-05-10,27870.0,595.0,-0.1251,0.1104,0.2077,1002,0.0643,64.4761
2023-05-11,27870.0,595.0,-0.307,0.0472,0.1072,693,-0.0509,-35.2711
2023-05-12,27649.0,766.0,-0.4375,0.068,0.1357,600,-0.0779,-46.7539
2023-05-13,27099.0,695.0,-0.1206,0.1355,0.1922,594,0.0691,41.0167
2023-05-14,26816.0,86.0,-0.028,0.1698,0.2324,630,0.1247,78.5764
2023-05-15,26826.0,702.0,-0.1726,0.1244,0.1881,837,0.0466,39.0366
2023-05-16,27302.0,228.0,-0.0444,0.1548,0.1855,678,0.0987,66.8918
2023-05-17,27302.0,228.0,-0.0893,0.1693,0.2504,663,0.1102,73.0355
2023-05-18,27057.0,115.0,-0.0622,0.1949,0.2068,861,0.1132,97.4509
2023-05-19,27487.0,332.0,-0.0616,0.1145,0.1554,660,0.0694,45.8019
2023-05-20,26934.0,286.0,-0.179,0.134,0.2518,537,0.0689,37.0077
2023-05-21,26920.0,261.0,-0.0774,0.1871,0.2663,495,0.1253,62.0274
2023-05-22,26786.0,607.0,-0.2183,0.1167,0.1892,1059,0.0292,30.9353
2023-05-23,26786.0,607.0,-0.0884,0.134,0.1566,627,0.0674,42.2553
2023-05-24,27115.0,1371.0,-0.0303,0.1573,0.2216,561,0.1162,65.1885
2023-05-25,27225.0,207.0,-0.0211,0.1779,0.2005,642,0.1191,76.4575
2023-05-26,26388.0,1918.0,0.0465,0.1958,0.2037,783,0.1487,116.3994
2023-05-27,26497.0,55.0,0.0259,0.1711,0.2499,678,0.1489,100.9752
2023-05-28,26729.0,140.0,0.1154,0.205,0.2436,876,0.188,164.7012
2023-05-29,27193.0,1564.0,-0.1196,0.1765,0.2012,822,0.0861,70.7384
2023-05-30,28473.0,3650.0,-0.102,0.1083,0.2248,693,0.077,53.394
2023-05-31,27784.0,154.0,-0.1173,0.1443,0.2156,708,0.0809,57.2626
2023-06-01,27844.0,994.0,-0.2409,0.0994,0.1733,606,0.0106,6.4212
2023-06-02,27360.0,303.0,-0.0533,0.1913,0.1826,522,0.1069,55.7766
2023-06-03,26838.0,203.0,-0.0444,0.202,0.2052,558,0.1209,67.4655
2023-06-04,27255.0,22.0,-0.1297,0.0669,0.205,399,0.0474,18.9067
2023-06-05,27082.0,87.0,-0.3025,0.0504,0.1312,735,-0.0403,-29.6233
2023-06-06,27137.0,492.0,-0.3785,-0.0007,0.0902,624,-0.0963,-60.1037
2023-06-07,25771.0,849.0,-0.0793,0.1493,0.1792,786,0.0831,65.3038
2023-06-08,26370.0,152.0,-0.1935,0.1412,0.1945,726,0.0474,34.4205
2023-06-09,26370.0,152.0,-0.1173,0.1173,0.154,657,0.0513,33.7245
2023-06-10,26521.0,365.0,-0.2254,0.1058,0.2112,696,0.0305,21.2509
2023-06-11,26534.0,615.0,-0.0214,0.1819,0.2298,717,0.1301,93.2986
2023-06-12,25885.0,814.0,-0.1344,0.1091,0.1549,963,0.0432,41.6227
2023-06-13,26038.0,828.0,-0.3545,0.1135,0.1543,630,-0.0289,-18.1985
2023-06-14,26044.0,1495.0,-0.0414,0.1343,0.1649,681,0.0859,58.519
2023-06-15,26048.0,651.0,-0.264,0.0755,0.1558,657,-0.0109,-7.1674
2023-06-16,25204.0,1235.0,-0.1453,0.1675,0.2134,741,0.0785,58.1811
2023-06-17,25573.0,908.0,-0.13,0.1023,0.2423,777,0.0716,55.6023
2023-06-18,26360.0,952.0,0.0085,0.1328,0.2747,825,0.1387,114.4035
2023-06-19,26529.0,127.0,-0.1596,0.1396,0.1965,753,0.0588,44.3084
2023-06-20,26396.0,325.0,-0.0259,0.1402,0.1918,798,0.102,81.409
2023-06-21,27173.0,1932.0,-0.0781,0.1605,0.2032,552,0.0952,52.5631
2023-06-22,28500.0,1476.0,-0.0502,0.235,0.2234,510,0.136,69.379
2023-06-23,30287.0,1416.0,-0.1258,0.2372,0.2393,720,0.1169,84.1867
2023-06-24,30064.0,1099.0,-0.0531,0.1513,0.1748,609,0.091,55.4184
2023-06-25,30718.0,735.0,-0.1605,0.0849,0.1826,450,0.0357,16.0528
2023-06-26,30603.0,282.0,-0.1344,0.1559,0.1725,807,0.0647,52.2082
2023-06-27,30568.0,329.0,-0.1778,0.1896,0.2159,567,0.0759,43.0298
2023-06-28,30382.0,250.0,-0.1019,0.1598,0.2138,561,0.0906,50.8023
2023-06-29,30716.0,556.0,0.046,0.1647,0.2082,771,0.1396,107.6649
2023-06-30,30250.0,501.0,-0.1862,0.1354,0.1918,741,0.047,34.818
2023-07-01,30474.0,98.0,-0.0714,0.0922,0.2246,723,0.0818,59.1342
2023-07-02,30538.0,834.0,0.11,0.1305,0.2381,675,0.1595,107.6942
2023-07-03,30590.0,81.0,-0.1382,0.1367,0.1805,897,0.0597,53.5191
2023-07-04,30799.0,818.0,0.0127,0.1689,0.1861,600,0.1226,73.5359
2023-07-05,31326.0,896.0,-0.2716,0.1736,0.2108,525,0.0376,19.749
2023-07-06,30869.0,344.0,-0.1304,0.0953,0.1445,450,0.0365,16.4051
2023-07-07,30535.0,239.0,-0.2306,0.0442,0.1176,690,-0.0229,-15.8076
2023-07-08,30128.0,1433.0,-0.0009,0.1618,0.2176,645,0.1262,81.3773
2023-07-09,30409.0,665.0,0.1484,0.1466,0.2848,573,0.1933,110.7522
2023-07-10,30236.0,1281.0,-0.1547,0.126,0.1585,747,0.0433,32.3517
2023-07-11,30236.0,1281.0,-0.0745,0.2144,0.2129,858,0.1176,100.8993
2023-07-12,30510.0,706.0,-0.1854,0.1931,0.2172,795,0.075,59.6107
2023-07-13,30669.0,1025.0,-0.2522,0.1327,0.1739,741,0.0181,13.4204
2023-07-14,30437.0,626.0,-0.0742,0.234,0.2627,804,0.1408,113.2157
2023-07-15,30330.0,146.0,0.0703,0.2235,0.1916,486,0.1618,78.64
2023-07-16,30344.0,316.0,-0.0426,0.1892,0.2184,606,0.1217,73.7344
2023-07-17,30344.0,316.0,-0.1138,0.1459,0.2309,873,0.0876,76.5083
2023-07-18,30328.0,235.0,-0.1644,0.1574,0.1917,711,0.0616,43.7715
2023-07-19,30249.0,754.0,0.0102,0.2525,0.253,756,0.1719,129.9516
2023-07-20,30081.0,867.0,-0.0041,0.1222,0.1866,885,0.1016,89.8962
2023-07-21,30054.0,459.0,-0.1392,0.1377,0.1827,681,0.0604,41.1332
2023-07-22,29925.0,802.0,0.0926,0.2214,0.2362,687,0.1834,126.0029
2023-07-23,29899.0,568.0,-0.0615,0.147,0.2282,609,0.1045,63.6673
2023-07-24,30099.0,350.0,0.0121,0.1322,0.2157,855,0.12,102.5944
2023-07-25,30099.0,350.0,-0.0396,0.2667,0.2409,738,0.156,115.1529
2023-07-26,29402.0,1223.0,-0.0718,0.2265,0.2385,834,0.1311,109.3108
2023-07-27,29402.0,1223.0,-0.1065,0.2847,0.2573,756,0.1452,109.7458
2023-07-28,29450.0,770.0,-0.2338,0.1715,0.1884,1062,0.042,44.6374
2023-07-29,29393.0,511.0,-0.0822,0.2044,0.2597,1164,0.1273,148.2224
2023-07-30,29393.0,511.0,0.0139,0.2585,0.27,1017,0.1808,183.8656
2023-07-31,29359.0,118.0,-0.2679,0.086,0.1622,753,-0.0066,-4.9442
2023-08-01,29526.0,923.0,-0.2194,0.1254,0.1377,816,0.0146,11.8943
2023-08-02,29344.0,2336.0,-0.1187,0.1629,0.2008,600,0.0817,49.0091
2023-08-03,29939.0,1910.0,-0.0774,0.1233,0.1531,582,0.0663,38.6122
2023-08-04,29253.0,930.0,-0.2146,0.1267,0.0731,591,-0.0049,-2.9211
2023-08-05,29232.0,779.0,-0.0301,0.1596,0.1754,399,0.1016,40.5527
2023-08-06,29111.0,638.0,-0.0765,0.1267,0.2341,552,0.0948,52.3066
2023-08-07,29052.0,180.0,-0.1051,0.1413,0.2451,603,0.0938,56.557
2023-08-08,29183.0,728.0,-0.3039,0.0026,0.1818,519,-0.0398,-20.6728
2023-08-09,29229.0,436.0,-0.1505,0.1258,0.2189,540,0.0647,34.9547
2023-08-10,29882.0,1198.0,-0.0704,0.1694,0.2264,585,0.1085,63.4476
2023-08-11,29618.0,316.0,-0.2356,0.148,0.1642,636,0.0256,16.2521
2023-08-12,29469.0,504.0,0.0285,0.136,0.1749,609,0.1131,68.8999
2023-08-13,29403.0,14.0,-0.0626,0.1387,0.2096,546,0.0952,52.0046
2023-08-14,29439.0,129.0,-0.0495,0.1654,0.164,783,0.0933,73.0726
2023-08-15,29428.0,462.0,-0.0642,0.1735,0.1829,606,0.0974,59.0104
2023-08-16,29428.0,462.0,-0.1412,0.1131,0.1302,549,0.0341,18.694
2023-08-17,29209.0,116.0,-0.3173,0.0985,0.1563,522,-0.0208,-10.8776
2023-08-18,28751.0,2637.0,-0.4206,0.0042,0.1208,717,-0.0986,-70.666
2023-08-19,26834.0,3050.0,-0.1697,0.0644,0.1284,417,0.0077,3.2184
2023-08-20,26074.0,89.0,-0.2269,-0.0075,0.1391,414,-0.0318,-13.1602
2023-08-21,26203.0,196.0,-0.2407,0.1258,0.1775,498,0.0208,10.3777
2023-08-22,26198.0,654.0,-0.1078,0.0651,0.1418,558,0.0331,18.45
2023-08-23,26137.0,760.0,-0.2728,0.1111,0.1827,492,0.007,3.4433
2023-08-24,26180.0,1034.0,-0.0315,0.1888,0.2429,519,0.1334,69.2327
2023-08-25,26537.0,436.0,-0.154,0.1203,0.172,423,0.0461,19.5128
2023-08-26,26178.0,464.0,0.3845,0.3127,0.3812,639,0.3595,229.6924
2023-08-27,26023.0,214.0,0.3062,0.2761,0.3637,795,0.3153,250.6786
2023-08-28,26023.0,214.0,-0.1047,0.1086,0.2247,597,0.0762,45.4768
2023-08-29,26095.0,657.0,-0.2875,0.195,0.1719,720,0.0265,19.0745
2023-08-30,26187.0,540.0,-0.1391,0.1986,0.2692,630,0.1096,69.0193
2023-08-31,27752.0,82.0,0.069,0.2538,0.3367,486,0.2198,106.8385
2023-09-01,27308.0,764.0,-0.333,0.1605,0.1538,579,-0.0062,-3.6035
2023-09-02,26026.0,276.0,-0.0458,0.1864,0.2189,396,0.1198,47.4514
2023-09-03,25904.0,225.0,-0.083,0.1308,0.2145,393,0.0874,34.3588
2023-09-04,25904.0,225.0,-0.0831,0.212,0.1859,540,0.1049,56.6647
2023-09-05,25833.0,803.0,-0.1054,0.1746,0.1624,537,0.0772,41.4627
2023-09-06,25833.0,803.0,-0.2634,0.1715,0.1756,477,0.0279,13.3184
2023-09-07,25820.0,451.0,-0.1251,0.126,0.1818,474,0.0609,28.8472
2023-09-08,25765.0,219.0,0.0019,0.1834,0.2362,555,0.1405,77.9842
2023-09-09,26460.0,629.0,-0.0859,0.1093,0.1734,408,0.0656,26.7597
2023-09-10,25906.0,145.0,-0.0159,0.1284,0.2259,402,0.1128,45.3455
2023-09-11,25901.0,257.0,-0.3028,0.0953,0.1653,516,-0.0141,-7.2562
2023-09-12,25869.0,825.0,-0.2616,0.033,0.1023,423,-0.0421,-17.8205
2023-09-13,25228.0,445.0,-0.1265,0.1693,0.1853,540,0.076,41.0474
2023-09-14,25992.0,1134.0,0.0901,0.2593,0.2767,459,0.2087,95.8
2023-09-15,26276.0,201.0,0.0334,0.1675,0.2229,540,0.1412,76.2736
2023-09-16,26569.0,637.0,0.0291,0.1579,0.1881,309,0.125,38.635
2023-09-17,26750.0,638.0,-0.1248,0.1111,0.1177,357,0.0347,12.3811
2023-09-18,26571.0,589.0,-0.1178,0.1723,0.1919,567,0.0821,46.5566
2023-09-19,26752.0,1464.0,-0.037,0.2357,0.2425,375,0.1471,55.1482
2023-09-20,27393.0,1110.0,-0.0979,0.1712,0.2123,435,0.0952,41.4088
2023-09-21,27393.0,1110.0,-0.1308,0.1509,0.1779,537,0.066,35.4357
2023-09-22,26669.0,1131.0,-0.2413,0.1164,0.149,510,0.0081,4.1059
2023-09-23,26669.0,1131.0,-0.0539,0.1134,0.0995,258,0.053,13.6734
2023-09-24,26595.0,176.0,-0.1704,0.121,0.1589,276,0.0365,10.0842
2023-09-25,26595.0,176.0,-0.1762,0.0914,0.1563,489,0.0239,11.6641
2023-09-26,26339.0,2190.0,-0.1551,0.086,0.1478,453,0.0262,11.8793
2023-09-27,26369.0,563.0,-0.0381,0.17,0.1927,393,0.1082,42.521
2023-09-28,26250.0,268.0,0.0254,0.1422,0.2124,432,0.1267,54.7172
2023-09-29,26537.0,1468.0,-0.226,0.1038,0.2157,444,0.0312,13.8486
2023-09-30,27139.0,255.0,-0.1851,0.1442,0.233,297,0.064,19.0135
2023-10-01,26947.0,369.0,-0.1154,0.1612,0.1901,309,0.0787,24.3091
2023-10-02,26975.0,14.0,-0.3069,0.0929,0.1978,381,-0.0054,-2.0523
2023-10-03,27640.0,1636.0,-0.1663,0.0947,0.1218,441,0.0167,7.381
2023-10-04,27640.0,1636.0,-0.1881,0.0815,0.1335,411,0.009,3.6796
2023-10-05,27510.0,1513.0,-0.0611,0.136,0.2715,426,0.1155,49.1927
2023-10-06,27896.0,977.0,-0.0804,0.1823,0.1988,372,0.1003,37.2966
2023-10-07,27539.0,398.0,-0.0732,0.1954,0.201,264,0.1077,28.4436
2023-10-08,27984.0,868.0,-0.0532,0.1202,0.2207,270,0.0959,25.8946
2023-10-09,28109.0,771.0,-0.1636,0.1545,0.224,402,0.0716,28.8026
2023-10-10,28003.0,594.0,0.0034,0.1491,0.206,483,0.1195,57.7161
2023-10-11,27642.0,329.0,-0.1604,0.1639,0.2177,378,0.0737,27.8769
2023-10-12,27478.0,238.0,-0.1003,0.1448,0.1591,357,0.0679,24.2258
2023-10-13,26883.0,239.0,-0.2611,0.1225,0.1041,402,-0.0115,-4.6296
2023-10-14,26851.0,283.0,-0.1764,0.1865,0.1681,195,0.0594,11.5823
2023-10-15,26889.0,60.0,-0.0657,0.1163,0.247,258,0.0992,25.5956
2023-10-16,26911.0,440.0,-0.2991,0.1355,0.0633,537,-0.0334,-17.9547
2023-10-17,27300.0,1777.0,-0.3164,0.102,0.0885,447,-0.042,-18.7542
2023-10-18,28572.0,1332.0,-0.1964,0.1197,0.1423,441,0.0219,9.6362
2023-10-19,28453.0,427.0,-0.1747,0.0803,0.1397,402,0.0151,6.0609
2023-10-20,28434.0,571.0,-0.2106,0.2091,0.1428,444,0.0471,20.9193
2023-10-21,28789.0,381.0,-0.3488,0.0615,0.0916,303,-0.0653,-19.7727
2023-10-22,29712.0,346.0,-0.3609,0.0996,0.1522,312,-0.0364,-11.3429
2023-10-23,30087.0,605.0,-0.3925,0.1915,0.1848,513,-0.0054,-2.7619
2023-10-24,30870.0,4757.0,-0.4768,0.1862,0.1384,480,-0.0507,-24.3383
2023-10-25,33144.0,289.0,-0.2682,0.1534,0.2302,405,0.0385,15.5929
2023-10-26,34352.0,1200.0,-0.0655,0.2113,0.2219,381,0.1226,46.6969
2023-10-27,34811.0,1093.0,0.1015,0.2038,0.2731,447,0.1928,86.1786
2023-10-28,34180.0,1664.0,-0.1947,0.0795,0.2236,210,0.0362,7.5917
2023-10-29,34157.0,1039.0,0.0789,0.2473,0.2111,243,0.1791,43.5201
2023-10-30,34108.0,663.0,-0.0415,0.214,0.2407,381,0.1377,52.4734
2023-10-31,34585.0,90.0,0.0648,0.2645,0.3196,375,0.2163,81.1052
2023-11-01,34623.0,465.0,-0.049,0.245,0.2836,417,0.1599,66.6618
2023-11-02,34687.0,773.0,0.0198,0.2363,0.2511,390,0.1691,65.9335
2023-11-03,35997.0,2212.0,-0.2258,0.1017,0.1571,306,0.011,3.3661
2023-11-04,34954.0,1687.0,-0.0235,0.1692,0.2257,195,0.1238,24.1406
2023-11-05,34797.0,1173.0,-0.0443,0.174,0.205,195,0.1116,21.7532
2023-11-06,35116.0,326.0,-0.2125,0.1479,0.2115,363,0.049,17.771
2023-11-07,35148.0,755.0,-0.0074,0.2521,0.2404,267,0.1617,43.1746
2023-11-08,35066.0,1642.0,-0.1999,0.2296,0.2134,342,0.081,27.7146
2023-11-09,35445.0,561.0,-0.2433,0.2111,0.1617,405,0.0432,17.4853
2023-11-10,36689.0,4976.0,-0.1142,0.2273,0.2013,363,0.1048,38.044
2023-11-11,36739.0,137.0,0.0459,0.1849,0.1974,219,0.1427,31.2551
2023-11-12,37424.0,1911.0,-0.0188,0.1769,0.2173,234,0.1251,29.2803
2023-11-13,37192.0,552.0,-0.1773,0.1614,0.1875,414,0.0572,23.6859
2023-11-14,36507.0,1487.0,-0.1428,0.1426,0.2334,414,0.0777,32.1756
2023-11-15,36507.0,1487.0,-0.3235,0.1083,0.2049,318,-0.0034,-1.0959
2023-11-16,35585.0,95.0,-0.1862,0.1895,0.1951,285,0.0661,18.8431
2023-11-17,37958.0,1984.0,-0.1061,0.1814,0.1702,378,0.0818,30.9375
2023-11-18,36218.0,225.0,-0.2811,0.1025,0.1625,186,-0.0054,-1.0005
2023-11-19,36631.0,644.0,-0.1323,0.2162,0.2397,240,0.1079,25.888
2023-11-20,36599.0,69.0,-0.1106,0.1932,0.1964,345,0.093,32.0876
2023-11-21,37407.0,1177.0,-0.0904,0.1913,0.2287,315,0.1099,34.6106
2023-11-22,37675.0,1521.0,-0.1291,0.174,0.1812,321,0.0754,24.1963
2023-11-23,36393.0,3546.0,-0.0505,0.2742,0.2529,285,0.1589,45.2747
2023-11-24,36393.0,3546.0,-0.267,0.1702,0.1672,246,0.0235,5.7739
2023-11-25,37497.0,1765.0,-0.145,0.2535,0.1803,210,0.0963,20.213
2023-11-26,37815.0,151.0,-0.247,0.2273,0.2346,189,0.0717,13.5425
2023-11-27,37815.0,151.0,0.0867,0.2166,0.1894,297,0.1642,48.7762
2023-11-28,37578.0,520.0,0.0133,0.1835,0.1889,279,0.1286,35.8673
2023-11-29,38140.0,1830.0,-0.0161,0.2038,0.1906,339,0.1261,42.7398
2023-11-30,38140.0,1830.0,-0.2827,0.1741,0.1314,333,0.0076,2.5245
2023-12-01,38152.0,1517.0,-0.2116,0.2271,0.2661,303,0.0939,28.4446
2023-12-02,38255.0,2257.0,-0.1802,0.1656,0.2018,204,0.0624,12.7245
2023-12-03,39577.0,1541.0,-0.1863,0.3141,0.2227,180,0.1168,21.0287
2023-12-04,39577.0,1541.0,-0.3384,0.1326,0.1162,333,-0.0299,-9.9421
2023-12-05,40270.0,852.0,-0.0178,0.2254,0.211,288,0.1395,40.1759
2023-12-06,41986.0,1759.0,-0.3537,0.1597,0.1737,171,-0.0068,-1.1599
2023-12-07,44162.0,4476.0,-0.0673,0.0592,0.138,210,0.0433,9.0969
2023-12-08,43560.0,1659.0,-0.0885,0.2266,0.2582,207,0.1321,27.3494
2023-12-09,43560.0,1659.0,-0.208,0.2651,0.1653,186,0.0741,13.7896
2023-12-10,44384.0,2883.0,-0.0111,0.2018,0.2763,162,0.1557,25.22
2023-12-11,43969.0,670.0,-0.1606,0.1573,0.2032,294,0.0666,19.5857
2023-12-12,43811.0,10298.0,-0.1941,0.1005,0.1562,270,0.0209,5.6389
2023-12-13,41904.0,1600.0,0.2027,0.2855,0.2357,327,0.2413,78.9021
2023-12-14,42960.0,637.0,0.0595,0.3066,0.2338,216,0.2,43.1984
2023-12-15,42960.0,637.0,-0.1094,0.1863,0.213,165,0.0966,15.9386
2023-12-16,43095.0,1902.0,-0.0244,0.2638,0.1443,171,0.1279,21.8725
2023-12-17,43095.0,1902.0,-0.2471,0.2127,0.1696,150,0.0451,6.7609
2023-12-18,42267.0,1186.0,-0.1982,0.2305,0.198,228,0.0768,17.5005
2023-12-19,41421.0,5448.0,-0.3741,0.2975,0.1789,162,0.0341,5.5277
2023-12-20,43001.0,3913.0,-0.0726,0.2928,0.1931,174,0.1378,23.9705
2023-12-21,43734.0,1697.0,-0.1048,0.2709,0.1854,255,0.1171,29.8687
2023-12-22,44424.0,4798.0,-0.0264,0.2807,0.1612,255,0.1385,35.3138
2023-12-23,44033.0,625.0,-0.1563,0.1374,0.1573,183,0.0461,8.4403
2023-12-24,44033.0,625.0,-0.1619,0.2138,0.1808,177,0.0775,13.7263
2023-12-25,43126.0,639.0,0.283,0.2654,0.2629,195,0.2704,52.7377
2023-12-26,43126.0,639.0,-0.0748,0.1404,0.1786,177,0.0814,14.4091
2023-12-27,43605.0,4338.0,0.0834,0.2923,0.2589,216,0.2115,45.69
2023-12-28,42553.0,535.0,-0.2314,0.1955,0.1594,186,0.0412,7.6566
2023-12-29,42553.0,535.0,-0.2731,0.13,0.1988,174,0.0186,3.2312
2023-12-30,42717.0,1008.0,-0.4089,0.1682,0.2266,138,-0.0047,-0.6505
2023-12-31,42171.0,16.0,-0.0478,0.2658,0.3223,192,0.1801,34.5747
2024-01-01,42171.0,16.0,-0.275,0.2502,0.291,159,0.0887,14.1064
2024-01-02,42749.0,2047.0,-0.2031,0.3018,0.1619,225,0.0869,19.5466
2024-01-03,45925.0,15320.0,-0.5,0.0392,0.1428,240,-0.106,-25.4427
2024-01-04,45432.0,2503.0,-0.1744,0.1952,0.1504,264,0.0571,15.0707
2024-01-05,43783.0,6826.0,-0.3941,0.1868,0.1132,213,-0.0314,-6.6848
2024-01-06,44260.0,232.0,-0.3618,0.1714,0.1368,228,-0.0179,-4.0755
2024-01-07,44260.0,232.0,-0.2665,0.0508,0.1812,243,-0.0115,-2.7969
2024-01-08,44287.0,1820.0,-0.4413,0.0269,0.1186,261,-0.0986,-25.7271
2024-01-09,44000.0,487.0,-0.5097,0.055,-0.0099,429,-0.1549,-66.4447
2024-01-10,47196.0,4853.0,-0.5021,0.0568,-0.0242,471,-0.1565,-73.7136
2024-01-11,46248.0,2172.0,-0.2422,0.2725,0.0855,366,0.0386,14.1303
2024-01-12,46783.0,6760.0,-0.3471,0.1629,0.1012,270,-0.0277,-7.4731
2024-01-13,46522.0,1582.0,-0.3848,0.1826,0.1282,282,-0.0247,-6.9607
2024-01-14,43250.0,5887.0,0.095,0.1211,0.1909,171,0.1357,23.2017
2024-01-15,42883.0,1264.0,-0.3679,0.108,0.0859,279,-0.058,-16.1877
2024-01-16,42810.0,5311.0,-0.1794,0.1641,0.1289,198,0.0378,7.4935
2024-01-17,42908.0,1814.0,-0.4385,0.1691,0.161,204,-0.0361,-7.3699
2024-01-18,42908.0,1814.0,-0.1485,0.0378,0.1371,189,0.0088,1.6652
2024-01-19,42866.0,2379.0,-0.314,0.1756,0.195,267,0.0189,5.0332
2024-01-20,41749.0,1753.0,-0.3555,0.101,0.1319,231,-0.0409,-9.4396
2024-01-21,41704.0,165.0,-0.2831,0.1249,0.2321,183,0.0246,4.5053
2024-01-22,41704.0,165.0,-0.4673,0.1349,0.1345,249,-0.066,-16.4293
2024-01-23,41658.0,5120.0,-0.6355,-0.0541,0.1326,210,-0.1856,-38.9834
2024-01-24,41658.0,5120.0,-0.266,0.1128,0.1725,174,0.0064,1.1146
2024-01-25,40527.0,8905.0,-0.084,0.145,0.217,180,0.0927,16.6835
2024-01-26,40170.0,2901.0,-0.3259,-0.0063,0.1375,219,-0.0649,-14.212
2024-01-27,40220.0,774.0,0.0234,0.1556,0.1987,171,0.1259,21.5312
2024-01-28,41936.0,1261.0,-0.1844,0.2008,0.2126,180,0.0763,13.7357
2024-01-29,42155.0,241.0,-0.0576,0.1366,0.1908,231,0.0899,20.777
2024-01-30,42495.0,2148.0,-0.2728,0.1843,0.2269,228,0.0461,10.5188
2024-01-31,43787.0,3280.0,-0.16,0.1666,0.162,153,0.0562,8.5972
2024-02-01,43158.0,8303.0,-0.0828,0.2354,0.3351,162,0.1626,26.3364
2024-02-02,43158.0,8303.0,-0.0395,0.1968,0.2141,162,0.1238,20.0556
2024-02-03,43358.0,1608.0,-0.1804,0.2734,0.2662,141,0.1197,16.8796
2024-02-04,43358.0,1608.0,-0.3406,0.095,0.192,174,-0.0179,-3.1088
2024-02-05,43100.0,1108.0,-0.1534,0.227,0.2491,252,0.1076,27.11
2024-02-06,43195.0,1950.0,0.0468,0.2172,0.3415,132,0.2018,26.6432
2024-02-07,42911.0,737.0,0.0584,0.2163,0.2579,183,0.1775,32.4903
2024-02-08,43121.0,11.0,-0.317,0.234,0.22,174,0.0456,7.941
2024-02-09,45519.0,12685.0,-0.1548,0.1598,0.214,195,0.073,14.2361
2024-02-10,45519.0,12685.0,-0.3624,0.2555,0.3027,162,0.0652,10.5702
2024-02-11,47524.0,1776.0,-0.3517,0.3054,0.216,207,0.0565,11.7032
2024-02-12,48150.0,674.0,-0.3519,0.2749,0.2462,249,0.0564,14.0442
2024-02-13,50363.0,11562.0,-0.1586,0.2088,0.2028,147,0.0843,12.3983
2024-02-14,50423.0,5715.0,-0.3767,0.0463,0.1988,117,-0.0439,-5.1343
