Open,High,Low,Adj Close,mean,RSI,EMAF,EMAM,EMAS,Target,TargetClass,TargetNextClose
8336.90234375,8470.98828125,8276.6123046875,8321.005859375,0.157,38.37876116326434,8570.135334896462,9306.889351926318,9053.551955204306,53.8544921875,1,8374.6865234375
8320.83203125,8390.208984375,8284.130859375,8374.6865234375,0.1373,39.954940882004585,8551.52116237656,9288.429889976045,9044.560360081568,-168.0888671875,0,8205.369140625
8373.4580078125,8410.71484375,8182.70654296875,8205.369140625,0.1519,36.775971436054164,8518.554303162126,9266.983142464143,9033.445244592078,-157.14794921875,0,8047.52685546875
8204.6748046875,8216.8125,7985.08984375,8047.52685546875,0.198,34.06855759764106,8473.694546238947,9242.835493216711,9020.386722881834,56.0986328125,1,8103.9111328125
8047.8125,8134.83154296875,8000.94287109375,8103.9111328125,0.146,35.87537073819851,8438.47707829357,9220.282535584944,9008.247973344492,-127.72607421875,0,7973.20751953125
8100.93359375,8138.41357421875,7902.1640625,7973.20751953125,-0.0008,33.58917801572008,8394.165691744778,9195.587980811602,8994.538828260873,14.7568359375,1,7988.560546875
7973.8037109375,8082.62939453125,7944.77685546875,7988.560546875,0.1763,34.11756937443483,8355.536630328608,9171.686447466323,8981.214612613378,224.27099609375,1,8222.078125
7997.80712890625,8281.818359375,7949.439453125,8222.078125,0.2311,41.67941027304433,8342.826296487789,9152.88232226897,8971.15982469797,18.60546875,1,8243.720703125
8225.115234375,8296.6943359375,8196.416015625,8243.720703125,0.1416,42.336629986685004,8333.387668548476,9134.87912188988,8961.524869445348,-165.19921875,0,8078.203125
8243.40234375,8296.6513671875,8074.462890625,8078.203125,0.1576,38.75776169719105,8309.084378686717,9113.954844723743,8949.825243691104,-561.556640625,0,7514.671875
8076.228515625,8092.99951171875,7469.32275390625,7514.671875,0.0942,29.623026498488734,8233.426045002268,9082.285875026242,8930.816589801156,-16.2392578125,0,7493.48876953125
7509.72802734375,7532.86767578125,7446.98876953125,7493.48876953125,0.2216,29.34447946865391,8162.955828290744,9050.82454620456,8911.779135228044,1169.9970703125,1,8660.7001953125
7490.703125,8691.5400390625,7479.984375,8660.7001953125,0.1605,54.56607238126145,8210.360053721388,9043.09931153343,8908.45358635499,577.3955078125,1,9244.97265625
8667.5771484375,10021.744140625,8662.6220703125,9244.97265625,0.2689,61.86669597133615,8308.894587295541,9047.096803508015,8912.910792578765,310.0078125,1,9551.71484375
9241.70703125,9749.529296875,9112.5419921875,9551.71484375,0.2638,65.02770092396453,8427.258421243585,9057.089239948451,8921.37177338898,-308.953125,0,9256.1484375
9565.1015625,9805.1181640625,9256.1484375,9256.1484375,0.1325,59.9014173907737,8506.200327553719,9061.0310062366,8925.805901390451,179.2470703125,1,9427.6875
9248.4404296875,9516.1806640625,9232.6484375,9427.6875,0.0546,61.775205864786045,8593.961010643841,9068.29153086558,8932.45333978263,-216.736328125,0,9205.7265625
9422.462890625,9426.8740234375,9085.3701171875,9205.7265625,0.147,58.016650636695935,8652.224396534904,9071.013016640518,8936.072852666304,-2.873046875,0,9199.5849609375
9202.4580078125,9383.1611328125,9028.7177734375,9199.5849609375,0.1241,57.91219183296011,8704.353974097055,9073.558995735508,8939.563079265923,67.1123046875,1,9261.1044921875
9193.9921875,9275.6572265625,9132.0478515625,9261.1044921875,0.2428,58.710060201299754,8757.377832962813,9077.272767942477,8943.821905927136,64.9345703125,1,9324.7177734375
9259.783203125,9377.486328125,9249.587890625,9324.7177734375,0.2309,59.559417348757044,8811.410208246118,9082.172669041389,8948.866884304756,-89.4326171875,0,9235.3544921875
9324.787109375,9379.806640625,9141.251953125,9235.3544921875,0.1534,57.77075377401069,8851.785854335772,9085.205972470025,8952.661422157507,177.0048828125,1,9412.6123046875
9235.607421875,9505.0517578125,9191.4853515625,9412.6123046875,0.1492,60.304312922092386,8905.197897226413,9091.6892661773,8958.75348682678,-70.4775390625,0,9342.52734375
9413.0048828125,9457.41796875,9256.931640625,9342.52734375,0.0962,58.80963078411839,8946.84832070485,9096.656356822305,8963.836584269471,20.015625,1,9360.8798828125
9340.8642578125,9423.2373046875,9305.9091796875,9360.8798828125,0.1471,59.094090693198694,8986.279898048437,9101.888505851814,8969.095435905801,-84.83203125,0,9267.5615234375
9352.3935546875,9368.4765625,9202.353515625,9267.5615234375,0.1928,56.951378772057275,9013.068624275966,9105.16915966539,8973.048629118142,-460.4873046875,0,8804.880859375
9265.3681640625,9272.759765625,8775.5341796875,8804.880859375,0.0682,47.75323829473465,8993.241218094921,9099.222856689343,8970.821241439426,4.11328125,1,8813.58203125
8809.46875,8891.818359375,8793.1630859375,8813.58203125,0.2367,47.92271256431414,8976.130819347785,9093.566602720248,8968.73860289387,243.037109375,1,9055.5263671875
8812.4892578125,9103.826171875,8806.162109375,9055.5263671875,0.1615,52.5118453310696,8983.692300094424,9092.8133307295,8969.888109705707,-299.1298828125,0,8757.7880859375
9056.91796875,9081.279296875,8700.6083984375,8757.7880859375,0.197,47.04566088499552,8962.17761303186,9086.17916746629,8967.078837867719,55.91015625,1,8815.662109375
8759.751953125,8853.7685546875,8685.427734375,8815.662109375,0.1742,48.16929860540758,8948.22375554073,9080.82239403874,8965.073318285034,-3.7705078125,0,8808.2626953125
8812.033203125,8836.841796875,8761.6513671875,8808.2626953125,0.1847,48.029690246611025,8934.89413075709,9075.425172281784,8962.996356391359,-103.841796875,0,8708.0947265625
8811.9365234375,8826.943359375,8692.5517578125,8708.0947265625,0.2299,46.092098224594636,8913.294187500462,9068.15130206952,8959.620175863825,-213.7158203125,0,8491.9921875
8705.7080078125,8730.873046875,8484.84375,8491.9921875,0.1696,42.1606374550627,8873.170187500418,9056.742210691908,8953.426427673576,59.5947265625,1,8550.7607421875
8491.166015625,8591.9970703125,8473.9736328125,8550.7607421875,0.2232,43.563250343248484,8842.464526042046,9046.722775672019,8948.093107336013,28.5048828125,1,8577.9755859375
8549.470703125,8727.7890625,8500.9677734375,8577.9755859375,0.0983,44.234225016930836,8817.275103174947,9037.440653103018,8943.190888509544,-264.6943359375,0,8309.2861328125
8573.98046875,8653.2802734375,8273.5732421875,8309.2861328125,0.1538,39.2926696201815,8768.895201235666,9023.021751711127,8934.794799030113,-98.9892578125,0,8206.1455078125
8305.134765625,8408.5166015625,8099.96337890625,8206.1455078125,0.1146,37.56663347591923,8715.299992338221,9006.845984505213,8925.143815040477,-176.34521484375,0,8027.26806640625
8203.61328125,8237.240234375,8010.51171875,8027.26806640625,0.1396,34.73163628743233,8649.773142249462,8987.4484019686,8913.251421018833,-380.89453125,0,7642.75
8023.64453125,8110.09814453125,7597.3818359375,7642.75,0.0746,29.588805987483678,8553.866176320942,8960.82071084051,8896.423587627856,-346.99169921875,0,7296.57763671875
7643.5693359375,7697.3828125,6936.70654296875,7296.57763671875,0.0951,25.89084711790434,8434.124410644543,8927.86540244206,8875.233575033035,101.63232421875,1,7397.796875
7296.16455078125,7442.2587890625,7151.41796875,7397.796875,0.0728,28.68313861124906,8335.426550106968,8897.567015760038,8855.664877019353,-350.716796875,0,7047.9169921875
7398.6337890625,7408.5771484375,7029.2890625,7047.9169921875,0.1845,25.170738423226297,8212.806592209876,8860.940282619988,8831.721196425555,106.15673828125,1,7146.1337890625
7039.97705078125,7319.85693359375,6617.1669921875,7146.1337890625,0.0659,27.828836754456542,8111.21870619584,8826.983718391126,8809.39553540088,73.2119140625,1,7218.37109375
7145.1591796875,7320.23046875,7098.572265625,7218.37109375,0.1451,29.79406237444855,8026.185600248617,8795.130003051698,8788.322363988285,310.78271484375,1,7531.66357421875
7220.880859375,7619.693359375,6974.17431640625,7531.66357421875,0.1172,37.679588672879525,7979.08826443625,8770.110865847084,8771.67787670657,-73.71435546875,0,7463.10595703125
7536.8203125,7730.07275390625,7454.12158203125,7463.10595703125,0.1383,36.71277448721123,7929.94709230244,8744.229580523997,8754.345798300274,294.5166015625,1,7761.24365234375
7466.72705078125,7781.1796875,7460.75634765625,7761.24365234375,0.1537,43.47099837060549,7913.88009802066,8724.76451263924,8741.192127492903,-194.42724609375,0,7569.6298828125
7764.05712890625,7836.10205078125,7515.849609375,7569.6298828125,0.1456,40.49335087752726,7881.09436323893,8701.890559573363,8725.67474676866,-147.32373046875,0,7424.29248046875
7571.6162109375,7571.6162109375,7291.341796875,7424.29248046875,0.2601,38.358119799591094,7837.589422022722,8676.591587709905,8708.43789555939,-102.0478515625,0,7321.98828125
7424.0361328125,7474.81884765625,7233.3994140625,7321.98828125,0.1349,36.891015254378175,7788.484551472939,8649.767759859214,8690.074324508934,-3.830078125,0,7320.1455078125
7323.9755859375,7418.85888671875,7229.35693359375,7320.1455078125,0.1471,36.86380418507129,7743.880833029087,8623.438606353338,8671.92957196991,-68.09033203125,0,7252.03466796875
7320.125,7539.78466796875,7170.9228515625,7252.03466796875,0.194,35.81757063550985,7697.0383411185785,8596.28209272196,8653.123016950027,195.06591796875,1,7448.3076171875
7253.24169921875,7743.431640625,7232.6767578125,7448.3076171875,0.1181,40.988543536167164,7673.34970074419,8573.549924889594,8637.165197085622,96.43505859375,1,7546.99658203125
7450.5615234375,7546.99658203125,7392.17529296875,7546.99658203125,0.158,43.44331694396455,7661.316070390577,8553.222135922102,8622.725877680929,8.97216796875,1,7556.23779296875
7547.265625,7589.95166015625,7525.71142578125,7556.23779296875,0.0712,43.678374259454955,7651.308615398022,8533.479871705204,8608.600207684742,13.00634765625,1,7564.34521484375
7551.3388671875,7634.6064453125,7476.09130859375,7564.34521484375,0.1768,43.897548138994644,7643.026386773806,8514.289086420818,8594.769015726584,-160.89599609375,0,7400.8994140625
7561.79541015625,7618.091796875,7365.9853515625,7400.8994140625,0.1601,40.493807608973434,7619.966675087015,8492.2417661761,8578.956173320437,-119.0146484375,0,7278.11962890625
7397.13427734375,7424.02294921875,7246.0439453125,7278.11962890625,0.1616,38.11515923904008,7587.40981354599,8468.199743655903,8561.726550215615,-59.7705078125,0,7217.42724609375
7277.19775390625,7324.15625,7195.52734375,7217.42724609375,0.1871,36.96514148154223,7552.1733785505385,8443.43197142695,8543.921261419298,26.3955078125,1,7243.13427734375
7216.73876953125,7266.6396484375,7164.7412109375,7243.13427734375,0.1445,37.81659755878192,7522.741083197511,8419.663700256984,8526.692294742803,25.0224609375,1,7269.6845703125
7244.662109375,7293.560546875,7227.12255859375,7269.6845703125,0.2002,38.732381621575804,7498.640462922748,8396.891836297687,8510.043185809951,-144.22900390625,0,7124.673828125
7268.90283203125,7308.83642578125,7097.208984375,7124.673828125,0.3005,35.65922573692169,7463.02459294201,8371.699400492287,8491.693922794257,28.06201171875,1,7152.3017578125
7124.23974609375,7181.07568359375,6924.3759765625,7152.3017578125,0.0982,36.68471320285951,7433.431941977295,8347.55291251843,8473.95362921834,-221.1826171875,0,6932.48046875
7153.6630859375,7171.1689453125,6903.6826171875,6932.48046875,0.155,32.29653161823218,7385.722277860409,8319.531676008164,8453.536766165778,-290.80029296875,0,6640.51513671875
6931.3154296875,6964.0751953125,6587.97412109375,6640.51513671875,0.1657,27.59855763616432,7314.750169180251,8286.283823745007,8429.523234649925,629.1044921875,1,7276.802734375
6647.6982421875,7324.98486328125,6540.04931640625,7276.802734375,0.1931,45.95522475169313,7311.136127770227,8266.294099203027,8414.25541345423,-74.74658203125,0,7202.84423828125
7277.5908203125,7346.6025390625,7041.3818359375,7202.84423828125,0.1616,44.54859919650548,7300.822614485563,8245.235686115468,8398.210232326112,10.1796875,1,7218.81640625
7208.63671875,7257.921875,7086.1240234375,7218.81640625,0.1823,44.93856823681954,7293.0124994155085,8224.910551860705,8382.589122046958,-29.43505859375,0,7191.15869140625
7220.59375,7223.22607421875,7112.73583984375,7191.15869140625,0.1854,44.35977612582377,7283.31213674796,8204.440217990319,8366.808586541783,320.400390625,1,7511.5888671875
7191.1884765625,7518.033203125,7167.17919921875,7511.5888671875,0.1923,52.029168459268334,7305.052777742202,8190.72038926155,8355.481173040404,-153.27392578125,0,7355.62841796875
7508.90234375,7656.17626953125,7326.1923828125,7355.62841796875,0.1623,48.54004337483211,7309.869505382826,8174.183914582484,8342.238090191771,-31.86083984375,0,7322.5322265625
7354.39306640625,7535.716796875,7269.52880859375,7322.5322265625,0.193,47.81104814864445,7311.075478828509,8157.319524720702,8328.732052262907,-50.60009765625,0,7275.15576171875
7325.755859375,7357.02001953125,7220.9912109375,7275.15576171875,0.3517,46.73455688747526,7307.654553389485,8139.850935354327,8314.777399408018,-35.83251953125,0,7238.966796875
7274.79931640625,7388.302734375,7200.38671875,7238.966796875,0.252,45.888952704090066,7301.112862292868,8122.011645483449,8300.528252354601,51.947265625,1,7290.08837890625
7238.14111328125,7363.529296875,7189.93408203125,7290.08837890625,0.1269,47.3313100076315,7300.062911494142,8105.537917432414,8287.144942772504,28.958984375,1,7317.990234375
7289.03125,7399.041015625,7286.9052734375,7317.990234375,0.1226,48.139687239247735,7301.770275578033,8089.942913807515,8274.308456568564,105.00537109375,1,7422.65283203125
7317.6474609375,7513.9482421875,7279.865234375,7422.65283203125,0.1953,51.15284897301329,7313.282900002148,8076.729248821846,8263.02824962105,-127.27783203125,0,7292.9951171875
7420.27294921875,7454.82421875,7276.30810546875,7292.9951171875,0.2332,47.490465501195594,7311.350730210277,8061.209761066711,8250.180128661665,-100.83984375,0,7193.59912109375
7294.43896484375,7335.2900390625,7169.77783203125,7193.59912109375,0.2014,44.85281388318731,7300.1362912467985,8044.029352354374,8236.185678230302,5.2822265625,1,7200.17431640625
7194.89208984375,7254.33056640625,7174.9443359375,7200.17431640625,0.326,45.06905142528517,7290.616103166746,8027.31935164253,8222.463673437931,-217.0810546875,0,6985.47021484375
7202.55126953125,7212.1552734375,6935.27001953125,6985.47021484375,0.2441,39.6321629987092,7261.554589993128,8006.688675666317,8206.079654118803,360.45556640625,1,7344.88427734375
6984.4287109375,7413.71533203125,6914.99609375,7344.88427734375,0.0762,50.37035407905877,7269.490750693187,7993.583638075771,8194.673092837014,65.28125,1,7410.65673828125
7345.37548828125,7427.3857421875,7309.51416015625,7410.65673828125,0.152,52.04294698264387,7282.935130463478,7982.040531149147,8184.288770260117,0.86572265625,1,7411.3173828125
7410.45166015625,7544.4970703125,7400.53564453125,7411.3173828125,0.1294,52.06033423873834,7295.162011639576,7970.739082667233,8174.050738638295,358.76708984375,1,7769.21923828125
7410.4521484375,7781.8671875,7409.29296875,7769.21923828125,0.05,60.3949955838407,7340.310318938783,7966.748590699193,8168.68873201105,395.01025390625,1,8163.6923828125
7768.68212890625,8178.2158203125,7768.2275390625,8163.6923828125,0.0997,67.14122415700186,7418.727658355328,7970.648467770744,8168.6225552004735,-82.07275390625,0,8079.86279296875
8161.935546875,8396.73828125,7956.7744140625,8079.86279296875,0.0958,64.63443356913712,7481.6929092708915,7972.811127675655,8167.44692921065,-203.224609375,0,7879.0712890625
8082.2958984375,8082.2958984375,7842.40380859375,7879.0712890625,0.1214,58.98290208054081,7519.538469251044,7970.954893247672,8163.627384308025,288.24658203125,1,8166.55419921875
7878.3076171875,8166.55419921875,7726.77490234375,8166.55419921875,0.0604,63.83392677211668,7581.159014962254,7974.828146831257,8163.666150068432,-124.6533203125,0,8037.53759765625
8162.19091796875,8218.359375,8029.64208984375,8037.53759765625,0.2118,60.399167555982245,7624.623641885491,7976.069918134723,8161.99557321529,159.232421875,1,8192.494140625
8033.26171875,8200.0634765625,8009.05908203125,8192.494140625,0.2433,62.96365403164453,7678.706546527349,7980.355546302847,8162.399527750518,-45.57763671875,0,8144.1943359375
8189.77197265625,8197.7880859375,8079.70068359375,8144.1943359375,0.1077,61.63076998309621,7723.038716947363,7983.59987877086,8162.158399382134,686.83154296875,1,8827.7646484375
8140.93310546875,8879.51171875,8140.93310546875,8827.7646484375,0.1157,70.95438064815737,7828.250710422614,8000.316012823665,8170.974376190815,-18.3330078125,0,8807.0107421875
8825.34375,8890.1171875,8657.1875,8807.0107421875,0.2032,70.39791199463632,7921.465951543079,8016.290165880375,8179.398698919248,-88.6953125,0,8723.7861328125
8812.4814453125,8846.4609375,8612.095703125,8723.7861328125,0.14,68.1031184038728,7997.877397378263,8030.299987007743,8186.609128507239,203.828125,1,8929.0380859375
8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,0.231,70.63268891739544,8086.559367717238,8048.096781045955,8196.442624632144,15.5966796875,1,8942.80859375
8927.2119140625,9012.1982421875,8827.33203125,8942.80859375,0.2096,70.79915275298634,8168.106913053692,8065.813846644055,8206.328266607215,-235.2001953125,0,8706.2451171875
8941.4453125,9164.3623046875,8620.080078125,8706.2451171875,0.1827,64.11039973711144,8219.358170590245,8078.495653981549,8212.94968184669,-46.9892578125,0,8657.642578125
8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,0.1537,62.804286376978666,8261.099542736412,8089.963909905182,8218.839653982826,86.9033203125,1,8745.89453125
8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,0.1668,64.22234080681194,8307.27049402342,8102.952635080326,8225.820513284378,-63.3349609375,0,8680.8759765625
8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,0.1367,62.34611287963576,8342.851968550951,8114.3966616443295,8231.847737963559,-274.134765625,0,8406.515625
8680.650390625,8687.7470703125,8333.6376953125,8406.515625,0.1514,55.07203638882824,8348.915173927051,8120.181195572164,8234.16121991106,39.8671875,1,8445.4345703125
8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,0.1675,55.85484299680282,8358.107497392331,8126.621856458111,8236.959542432935,-72.271484375,0,8367.84765625
8440.119140625,8458.453125,8296.21875,8367.84765625,0.1972,53.850739883072315,8359.035131569253,8131.398604968842,8238.693159834485,232.419921875,1,8596.830078125
8364.41015625,8602.4013671875,8325.498046875,8596.830078125,0.1904,58.55321946080611,8381.682269336467,8140.615069783816,8243.436695176082,312.5107421875,1,8909.8193359375
8597.30859375,8977.7265625,8597.30859375,8909.8193359375,0.1601,63.93513629011972,8431.981037584184,8155.846837430423,8252.262955318618,446.0654296875,1,9358.58984375
8912.5244140625,9358.58984375,8908.447265625,9358.58984375,0.0262,69.93297449144025,8520.229495314263,8179.66353062487,8266.916291589232,-40.8408203125,0,9316.6298828125
9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,0.121,68.78695883705183,8596.077151266476,8202.177715816704,8280.819782863713,192.9765625,1,9508.9931640625
9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,0.0614,71.11222646175649,8683.021533437526,8228.055249445333,8297.086979965685,-157.7841796875,0,9350.529296875
9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,0.0941,66.72493661649762,8746.593701383952,8250.282458305326,8311.039858335345,46.517578125,1,9392.875
9346.357421875,9439.3232421875,9313.2392578125,9392.875,0.2617,67.3025121125104,8808.144301252147,8272.90805319037,8325.368800609049,-45.455078125,0,9344.365234375
9389.8203125,9468.7978515625,9217.82421875,9344.365234375,0.2706,65.89857092170469,8859.212961549561,8294.125027075213,8338.865442115883,-51.162109375,0,9293.521484375
9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,0.2018,64.39019699494803,8900.575678009127,8313.915055932635,8351.509893006732,-111.87890625,0,9180.962890625
9292.841796875,9331.265625,9112.8115234375,9180.962890625,0.1018,61.074337698543175,8927.279222067782,8331.08431998595,8362.496025425517,430.0078125,1,9613.423828125
9183.416015625,9701.2998046875,9163.7041015625,9613.423828125,0.149,67.88275381090024,8992.626327406564,8356.477181533257,8379.064605593721,111.98046875,1,9729.8017578125
9617.8212890625,9824.619140625,9539.818359375,9729.8017578125,0.1101,69.42469511300928,9062.833511254748,8383.671727598192,8396.955163901255,69.9404296875,1,9795.943359375
9726.0029296875,9834.716796875,9726.0029296875,9795.943359375,0.2356,70.293162014657,9132.653496790012,8411.637502484862,8415.484808874418,72.048828125,1,9865.119140625
9793.0703125,9876.7490234375,9678.91015625,9865.119140625,0.1853,71.2095379979739,9202.4121295362,8440.4193171015,8434.685263599593,252.779296875,1,10116.673828125
9863.89453125,10129.435546875,9850.392578125,10116.673828125,0.2769,74.29853010023507,9289.484672258943,8473.612475735628,8456.963257831718,-258.9482421875,0,9856.611328125
10115.5595703125,10165.765625,9784.5634765625,9856.611328125,0.1807,66.40652332324926,9343.496734722377,8500.998591624526,8475.501642868714,352.3447265625,1,10208.236328125
9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,0.057,70.8864206959836,9425.852886475008,8534.80527947602,8498.451771150256,123.6669921875,1,10326.0546875
10202.3876953125,10393.611328125,10202.3876953125,10326.0546875,0.1547,72.21655547556212,9511.586391334531,8570.275564783426,8522.658432293962,-109.5810546875,0,10214.3798828125
10323.9609375,10457.626953125,10116.1611328125,10214.3798828125,0.1459,69.01438024657676,9578.519104808624,8602.832085932516,8545.065338923347,100.5654296875,1,10312.1162109375
10211.55078125,10321.99609375,10125.5341796875,10312.1162109375,0.2041,70.25129680411885,9648.385495868515,8636.679296328655,8568.469986234792,-424.431640625,0,9889.4248046875
10313.8564453125,10341.5556640625,9874.427734375,9889.4248046875,0.0874,59.285092331089025,9671.341620517942,8661.486138078335,8585.966076545425,45.25390625,1,9934.43359375
9889.1796875,10053.96875,9722.38671875,9934.43359375,0.1727,59.99749625380192,9696.397998920995,8686.693018388665,8603.826573462042,-246.41796875,0,9690.142578125
9936.560546875,9938.8154296875,9507.6376953125,9690.142578125,0.1055,54.45640612560203,9695.802244559472,8706.563306700275,8618.214864914531,450.765625,1,10141.99609375
9691.23046875,10161.935546875,9632.3828125,10141.99609375,0.135,61.50249428900776,9738.296896863332,8734.987718325021,8638.39739774679,-510.412109375,0,9633.38671875
10143.798828125,10191.67578125,9611.2236328125,9633.38671875,0.1243,51.831624904209285,9728.305451328728,8752.777797541357,8651.576064250145,-20.849609375,0,9608.4755859375
9629.3251953125,9643.216796875,9507.900390625,9608.4755859375,0.1385,51.40742460057576,9716.893083196232,8769.722308202669,8664.250230100308,74.6591796875,1,9686.44140625
9611.7822265625,9723.0146484375,9589.7431640625,9686.44140625,0.114,52.70538616913439,9713.992923487067,8787.875161629348,8677.7891860758,-24.525390625,0,9663.181640625
9687.70703125,9698.2314453125,9600.728515625,9663.181640625,0.046,52.25919707167347,9709.15375369068,8805.20796319362,8690.840741765194,261.197265625,1,9924.515625
9663.318359375,9937.404296875,9657.791015625,9924.515625,0.1038,56.674507487368416,9729.66440810109,8827.3724713482,8707.180806443803,-271.408203125,0,9650.1748046875
